NATURES OF CRIMES,CASE NUMBERS,DATE/TIME REPORTED,DATE/TIME OCCURRED
Theft from Auto,18-1641,12/5/18 12:31pm,12/5/18 12:48pm,Lower Campus
Threats to do bodily harm,18-1642,12/5/18 2:31pm,12/5/18 2:31pm,Plaza Towers
Unlawful Entry,18-1643,12/6/18 4:41am,12/6/18 4:41am,Howard Hospital
Fire Alarm Activation,18-1644,12/6/18 8:25am,12/6/2018 8:30am,Service Center
Damaged Property,18-1645,12/6/18 10:13am,12/6/18 8:35am,HUSC
Attempt Suicide,18-1646,12/6/18 10:48am,12/6/18 10:48am,Middle School
Fire Alarm Activation,18-1647,12/6/18 11:25am,12/6/18 11:24am,Plaza Towers
Miscellaneous,18-1648,12/6/18 11:35am,12/6/18 11:30am,Biology Building
No Report,18-1649,,,
Fire Alarm Activation,18-1650,12/6/18 6:28pm,12/6/18 6:28am,College Hall North
ADW/Gun,18-1651,12/6/18 5:16pm,12/6/18 3:30pm,Howard Hospital
Theft 1,18-1652,12/6/18 10:29pm,12/6/18 10:29pm,Drew Hall
Miscellaneous,18-1653,12/7/18 12:27pm,12/7/18 11:51am,I-lab
Damaged Property,18-1654,12/7/18 2:36pm,12/7/18 2:05pm,Howard Hospital
Miscellaneous,18-1655,12/7/18 1:50pm,12/7/18 1:40pm,West Campus
Damaged Property,18-1656,12/7/18 3:02pm,12/7/18 3:02pm,Engineering Building
lost Property,18-1657,12/7/18 4:27pm,12/7/18 4:30pm,Drew Hall
Unlawful Entry/PWID,18-1658,12/7/18 5:08pm,12/7/18 5:08pm,College Hall South
Suspicious Odor,18-1659,12/8/18 8:06pm,12/8/18 8:15pm,Cook Hall
Miscellaneous,18-1660,12/8/18 7:54pm,12/8/18 7:54pm,Cook Hall
Found Property,18-1661,12/9/18 6:11am,12/9/18 6:11am,Howard Hospital
Fire Alarm Activation,18-1662,12/9/18 4:24pm,12/9/18 4:24pm,Plaza Towers
Fire Alarm Activation,18-1663,12/9/18 4:31pm,12/9/18 4:31pm,Service Center
Fire Alarm Activation,18-1664,12/9/18 7:53pm,12/9/18 7:53pm,Plaza Towers
Theft 2,18-1665,12/10/18 8:18am,12/10/18 10:00am,Service Center
Hazardous Elevator,18-1666,12/10/18 10:21am,12/11/18 10:28am,West Campus
No Report,18-1667,,,
Sick Person,18-1668,12/10/18 4:16pm,12/10/18 4:00pm,Howard Hospital
No Report,18-1669,,,
Disorderly Conduct,18-1670,12/11/18 9:08am,12/11/18 9:08am,Administration Building
Hazardous Elevator,18-1671,12/11/18 12:09pm,12/11/18 12:09pm,Quadrangle Hall
Fire Alarm Activation,18-1672,12/11/18 2:39pm,12/11/18 2:40pm,WHUT TV
Vehicle Accident,18-1673,12/12/18 10:25am,12/12/18 10:22am,Burr Gym
Student Misconduct,18-1674,12/12/18 1:18pm,12/12/18 1:30pm,Stokes Library
Found Property,18-1675,12/12/18 6:05pm,12/12/18 6:10pm,Drew Hall
Damaged Property,18-1676,12/13/18 12:41pm,12/13/18 12:40pm,Quadrangle Hall
Miscellaneous,18-1677,12/13/18 12:42pm,12/13/18 12:00pm,Biology Building
Miscellaneous,18-1678,12/13/18 5:14pm,12/13/18 5:00pm,Howard Hospital
Injured Person,18-1679,12/14/18 12:08pm,12/14/18 12:08pm,Social Work
Health & Welfare Check,18-1680,12/14/18 12:32pm,12/14/18 12:50pm,Cook Hall
Found Property,18-1681,12/14/18 4:02pm,12/14/18 4:02pm,Howard Hospital
Hazardous Elevator,18-1682,12/14/18 6:45pm,12/14/18 6:26pm,Howard Hospital
Fire Alarm Activation,18-1683,12/15/18 7:24am,12/15/18  7:24am,Pharmacy Building
Sick Person,18-1684,12/15/18 3:30pm,12/15/18 3:45pm,Service Center
HUDPS,18-1685,12/15/18 10:13pm,12/15/18 10:18pm,Pharmacy Building
Miscellaneous,18-1686,12/16/18 1:08pm,12/16/18 12:30pm,2900 block of Van Ness St. NW
Fire Alarm Activation,18-1687,12/17/18 9:02am,12/17/18 9:04am,Service Center
Theft 1,18-1688,12/17/18 1:00pm,12/17/18 12:49pm,Wonder Plaza
Theft 2,18-1689,12/17/18 11:26am,12/17/18 11:26am,Howard Center
lost Property,18-1690,12/17/18 8:52pm,12/17/18 8:30pm,Howard Hospital
Shoplifting,18-1691,12/18/18 8:07am,12/18/18 7:43am,Howard Hospital
Hazardous Water Leak,18-1692,12/18/18 7:44am,12/18/18 7:46am,Administration Building
Fire Alarm Activation,18-1693,12/18/18 7:40am,12/18/18 7:40am,Stokes Library
Disorderly Conduct,18-1694,12/18/18 10:41am,12/18/18 10:45am,Slowe Hall
lost Property,18-1695,12/18/18 2:49pm,12/18/18 2:47pm,Lower Campus
Assault on a Police Officer,18-1696,12/18/18 3:06pm,12/18/18 2:32pm,Howard Hospital
Miscellaneous,18-1697,12/18/18 9:17pm,12/18/18 5:45pm,Howard Hospital
Fire Alarm Activation,18-1698,12/19/18 10:10am,12/18/18 10:10am,Blackburn Center
Fire Alarm Activation,18-1699,12/19/18 12:38pm,12/19/18 12:38pm,Rankin Chapel
Found Property,18-1700,12/20/18 11:43am,12/20/18 11:37am,Founder Property
Theft 2,18-1701,12/20/18 12:39pm,12/20/18 12:32pm,Howard Hospital
Found Property,18-1702,12/20/18 10:40pm,12/20/18 11:20pm,1720 6th St. NW
Sick Person,18-1703,12/21/18 12:02pm,12/21/18 12:08pm,Service Center
Harassment,18-1704,12/21/18 1:51pm,12/21/18 10:07am,Howard Hospital
Injured Person,18-1705,12/22/18 6:58PM,12/22/18 6:10PM,Howard Hospital
Damaged Property,18-1706,12/22/18 8:19pm,12/22/18 7:52pm,Howard Center Lot
Theft from Auto,18-1707,12/23/18 11:05am,12/23/18 9:10am,Howard Center Lot
Verbal Dispute,18-1708,12/23/18 12:13pm,12/23/18 12:00pm,Howard Hospital
Damaged Property,18-1709,12/24/18 1:17AM,12/24/18 1:17am,Architecture & Planning
Theft  2,18-1710,12/24/18 2:00pm,12/24/18 1:32pm,Howard Hospital
Damaged Property,18-1711,12/26/18 7:50am,12/26/18 7:45am,HURB-1
Found Property,18-1712,12/26/18 12:53pm,12/26/18 12:34pm,Howard Hospital
Fire Alarm Activation,18-1713,12/27/18 12:09am,12/27/18 12:59am,Pharmacy Building
Credit Card Fraud,18-1714,12/27/18 1:45pm,12/27/18 1:45pm,Service Center
Destruction of Property,18-1715,12/27/18 8:50pm,12/27/18 8:00pm,Howard Hospital
Hazardous Water Leak,18-1716,12/28/18 9:04am,12/28/18 7:49am,Administration Building
Injured Person,18-1717,12/28/18 12:13pm,12/28/18 12/14/18,Service Center
Shoplifting,18-1718,12/28/18 12:46pm,12/28/18 12:24pm,Howard Hospital
Found Property,18-1719,12/28/18 6:04PM,12/28/18 5:54pm,Howard Hospital
No Report,18-1720,,,
Hazardous Water Leak,18-1721,12/30/18 8:24am,12/30/18 8:23am,Academic Support Bldg. B
