NATURES OF CRIMES,"CASENUMBERS","DATE/TIMEREPORTED",DATE/TIME OCCURRED,GENERAL LOCATION
Lost Property,17-1445,10/12/2017 4:31pm,10/12/2017 4:31pm,Howard University Hospital,Inactive
Sexual Assault,17-1446,10/12/2017 5:14pm,10/11/2017 2:00pm,Blackburn Center,Active
Recovered Property,17-1447,10/12/2017 6:18pm,10/12/2017 5:10pm,Administration Building,Inactive
Damaged Property,17-1448,10/12/2017 8:11pm,10/12/2017 7:45pm,Childers Lot,Inactive
Theft From Auto,17-1449,10/12/2017 9:23pm,10/11/2017 9:16pm,2700 Block 6th St. NW,Active
Damaged Property,17-1450,10/13/2017 6:43am,10/13/2017 6:43am,Just Lot,Inactive
Sick Person,17-1451,10/13/2017 8:30am,10/13/2017 8:10am,Howard University Hospital,Inactive
Sick Person,17-1452,10/13/2017 10:10am,10/13/2017 10:10am College of Dentistry,,Inactive
Sick Person,17-1453,10/13/2017 11:39am,10/13/2017 11:15am Howard University Hospital,,Inactive
Sick Person,17-1454,10/13/2017 6:05pm,10/13/2017 5:55pm Howard University Hospital,,Inactive
Lost Property,17-1455,10/13/2017 6:09pm,10/13/2017 4:45pm Houston Hall,,Inactive
Sick Person,17-1456,10/14/2017 2:27am,10/14/2017 12:50am Howard University Hospital,,Inactive
Fire Alarm Activation,17-1457,10/14/2017 1:14pm,10/14/2017 1:14pm College Hall South,,Inactive
Fire Alarm Activation,17-1458,10/15/2017 1:02pm,10/15/2017 1:02pm College Hall North,,Inactive
Sick Person,17-1459,10/15/2017 4:57pm,10/15/2017 4:57pm Howard University Hospital,,Inactive
Sick Person,17-1460,10/15/2017 6:56pm,10/15/2017 6:56pm Howard University Hospital,,Inactive
Sick Person,17-1461,10/15/2017 8:56pm,10/15/2017 8:56pm Howard University Hospital,,Inactive
Fire,17-1462,10/16/2017 7:55am,10/16/2017 7:55am College of Dentistry,,Active
Vandalism,17-1463,10/16/2017 11:40am,10/16/2017 10:45am Mudd Building,,Active
Destruction of Property,17-1464,10/16/2017 1:36pm,10/15/2017 10:50am HU Service Center,,Active
Theft 2,17-1465,10/16/2017 3:12pm,10/16/2017 3:12pm Theft 2,,Active
Miscellaneous,17-1466,10/16/2017 3:50pm,10/16/2017 3:45pm Enterprise Tec. Service,,Active
Injured Person,17-1467,10/16/2017 7:02pm,10/16/2017 6:55pm Burr Gymnasium,,Inactive
Injured Person,17-1468,10/16/2017 9:12pm,10/16/2017 7:00pm Burr Gymnasium,,Inactive
Sick Person,17-1469,10/16/2017 9:56pm,10/16/2017 4:09pm Howard University Hospital,,Inactive
Sick Person,17-1470,10/16/2017 11:42pm,10/16/2017 11:42pm Drew Hall,,Inactive
Simple Assault,17-1471,10/16/2017 11:43pm,10/16/2017 11:43pm Howard Plaza Towers West,,Active
Harassment,17-1472,10/17/2017 7:28pm,10/17/2017 7:28pm College Hall South,,Active
Theft 2,17-1473,10/17/2017 10:27pm,10/11/2017 11:30pm Howard University Hospital,,Inactive
Barring Notice,17-1474,10/18/2017 8:42am,10/18/2017 8:42am Howard University Hospital,,Inactive
Miscellaneous,17-1475,10/18/2017 11:54am,10/18/2017 10:51am College of Dentistry,,Active
Sick Person,17-1476,10/18/2017 12:24pm,10/18/2017 12:30pm Howard University Hospital,,Inactive
Injured Person,17-1477,10/18/2017 1:04pm,10/18/2017 12:30pm Howard University Hospital,,Inactive
Theft 2,17-1478,10/18/2017 1:22pm,10/18/2017 1:00pm Engineering Building,,Active
Sick Person,17-1479,10/18/2017 5:34pm,10/18/2017 17:17 Howard University Hospital,,Inactive
Sick Person,17-1480,10/18/2017 6:23pm,10/18/2017 5:54pm Howard University Hospital,,Inactive
Damaged Property,17-1481,10/18/2017 7:04pm,10/18/2017 7:00pm 4th & Bryant Street NW,,Active
Found Property,17-1482,10/19/2017 9:23pm,10/19/2017 9:23pm Bethune Annex,,Inactive
Disorderly Conduct,17-1483,10/19/2017 1:41am,10/19/2017 1:41am Howard University Hospital,,Active
Injured Person,17-1484,10/19/2017 1:00pm,10/19/2017 1:00pm Burr Gymnasium,,Inactive
Injured Person,17-1485,10/19/2017 5:30pm,10/19/2017 5:30pm,2400 Block 6th Street NW,Inactive
Sick Person,17-1486,10/19/2017 8:59pm,10/19/2017 8:55pm,Howard University Hospital,Inactive
Sick Person,17-1487,10/19/2017 10:04pm,10/19/2017 3:55pm,Howard University Hospital,Inactive
Damaged Property,17-1488,10/19/2017 10:06pm,10/19/2017 7:25pm,Howard University Hospital,Inactive
Hazardous Water Leak,17-1489,10/19/2017 10:29pm,10/19/2017 10:29pm,Pharmacy,Inactive
Robber Force and Violence,17-1490,10/20/2017 10:08am,10/20/2017 9:58am,2100 Block Georgia Ave. NW,Active
Simple Assault,17-1491,10/20/2017 12:27pm,10/20/2017 12:27pm,Howard University Hospital,Active
Suspicious Odor,17-1492,10/20/2017 11:33am,10/20/2017 11:33am,College Hall North,Active
Sick Person,17-1493,10/20/2017 2:24pm,10/20/2017 2:24pm,Main Gate,Inactive
Found Property,17-1494,10/20/2017 4:01pm,10/20/2017 4:01pm,Douglass Hall,Inactive
Sick Person,17-1495,10/20/2017 6:41pm,10/20/2017 6:41pm,Bethune Annex,Inactive
Sick Person,17-1496,10/20/2017 10:14pm,10/20/2017 6:08pm,Howard University Hospital,Inactive
Sick Person,17-1497,10/20/2017 10:32pm,10/20/2017 10:32pm,Administration Building,Inactive
Injured Person,17-1498,10/20/2017 11:32pm,10/20/2017 10:45pm,Cramton Auditorium,Inactive
Found Property,17-1499,10/21/2017 12:17am,10/21/2017 12:17am,Main Yard,Inactive
Sick Person,17-1500,10/21/2017 2:38pm,10/21/2017 2:38pm,10/21/2017 2:38pm,Inactive
Sick Person,17-1501,10/21/2017 7:16pm,10/21/2017 5:52pm,Howard University Hospital,Inactive
Destruction of Property,17-1502,10/21/2017 9:01pm,10/21/2017 8:00pm,Howard University Hospital,Active
Sick Person,17-1503,10/21/2017 8:55pm,10/21/2017 6:50pm,Howard University Hospital,Inactive
Sexual Assault,17-1504,10/21/2017 5:12pm,10/21/2017 5:00pm,Howard Plaza Towers West,Active
Destruction of Property,17-1505,10/21/2017 10:00pm,10/21/2017 8:20pm,HUH Child Care,Active
Destruction of Property,17-1506,10/21/2017 10:09pm,10/21/2017 8:30pm,Howard University Hospital,Active
Found Property,17-1507,10/21/2017 10:23pm,10/21/2017 8:30am,Howard Center Lot,Inactive
Sick Person,17-1508,10/21/2017 5:45pm,10/21/2017 5:45pm,Howard Center Lot,Inactive
Damaged Property,17-1509,10/21/2017 11:49pm,10/21/2017 11:30pm,Howard Plaza Towers West,Inactive
Fire Alarm Activation,17-1510,10/22/2017 12:50am,10/22/2017 12:50am,Student Health Clinic,Inactive
Sick Person,17-1511,10/22/2017 1:33am,10/22/2017 1:33am,Cook Hall,Inactive
Found Property,17-1512,10/22/2017 4:43am,10/22/2017 4:43am,Howard Plaza Towers West,Inactive
Lost Property,17-1513,10/22/2017 5:27pm,10/22/2017 5:27pm,On Campus,Inactive
Injured Person,17-1514,10/22/2017 5:58pm,10/22/2017 5:43pm,Howard University Hospital,Inactive
Sick Person,17-1515,10/22/2017 5:46pm,10/22/2017 5:45pm,Bethune Annex,Inactive
Robbery Snatch/Simple Assault,17-1516,10/22/2017 7:47pm,10/22/2017 7:45pm,Banneker Playground,Active
Fire Alarm Activation,17-1517,10/22/2017 10:38pm,10/22/2017 10:38pm,College Hall South,Inactive
Found Property,17-1518,10/23/2017 9:29am,10/23/2017 9:29am,HU Service Center,Inactive
Damaged Property,17-1519,10/23/2017 10:28am,10/23/2017 10:15am,A-2 Garage,Active
Damaged Property,17-1520,10/23/2017 11:14am,10/23/2017 11:14am,Childers Lot,Inactive
Harassment,17-1521,10/23/2017 11:54am,10/23/2017 11:54am,College Hall South,Active
Injured Person,17-1522,10/23/2017 12:22pm,10/23/2017 11:37am,Howard University Hospital,Inactive
Sick Person,17-1523,10/23/2017 1:32pm,10/23/2017 12:55pm,West Campus,Inactive
Simple Assault,17-1524,10/23/2017 7:58pm,10/23/2017 7:58pm,Fine Arts,Active
Injured Person,17-1525,10/24/2017 2:30am,10/24/2017 2:30am,College Hall South,Active
Unlawful Entry,17-1526,10/24/2017 4:13am,10/24/2017 4:13am,HUSC Garage,Active
No Report,17-1527,,,,
Fraud,17-1528,10/24/2017 7:57am,10/23/2017 2:00pm,On Campus,Active
Theft 2,17-1529,10/24/2017 7:29am,10/24/2017 7:25am,Stokes Library,Active
Sick Person,17-1530,10/24/2017 7:20pm,10/24/2017 7:15pm,Howard University Hospital,Inactive
Sick Person,17-1531,10/24/2017 7:29pm,10/24/2017 7:29pm,Howard University Hospital,Inactive
Burglary 2,17-1532,10/24/2017 11:42am,10/24/2017 8:45am,HU Service Center,Active
Found Property,17-1533,10/24/2017 1:54pm,10/24/2017 1:54pm,Blackburn Center,Inactive
Damaged Property,17-1534,10/24/2017 7:16pm,10/24/2017 5:00pm,Miner Lot,Inactive
Damaged Property,17-1535,10/24/2017 9:53pm,10/24/2017 9:45pm,Drew Hall,Inactive
Vehicle Accident,17-1536,10/25/2017 5:55am,10/25/2017 5:50am,6th & Bryant Street,Inactive
Fire Alarm Activation,17-1537,10/25/2017 9:51am,10/25/2017 9:51am,College Hall South,Active
Vehicle Accident,17-1538,10/25/2017 10:14am,10/25/2017 10:10am,6th & Howard Place NW,Inactive
Allegation of an Active Shooter,17-1539,10/25/2017 11:52am,10/25/2017 11:52am,On Campus,Inactive
Injured Person,17-1540,10/25/2017 3:56pm,10/24/2017 3:00pm,Off Campus,Inactive
Injured Person,17-1541,10/25/2017 4:03pm,10/24/2017 3:00pm,Off Campus,Inactive
Sick Person,17-1542,10/25/2017 7:37pm,10/25/2017 7:30pm,Howard University Hospital,Inactive
6th and Howard Place,17-1543,10/25/2017 4:57pm,10/25/2017 4:57pm,6th & Howard Place NW,Active
Early Learning Center,17-1544,10/25/2017 5:16pm,10/25/2017 5:16pm,Early Learning Center,Inactive
Sick Person,17-1545,10/26/2017 3:04am,10/26/2017 12:57am,Howard University Hospital,Inactive
Lost Property,17-1546,10/26/2017 12:49pm,10/25/2017 9:00am,I Lab,Inactive
Sick Person,17-1547,10/26/2017 7:23pm,10/26/2017 7:10pm,Howard University Hospital,Inactive
Sick Person,17-1548,10/26/2017 7:25pm,10/26/2017 7:20pm,Howard University Hospital,Inactive
Sick Person,17-1549,10/26/2017 8:49pm,10/26/2017 8:49pm,Howard University Hospital,Inactive
Theft From Auto,17-1550,10/27/2017 12:11am,10/27/2017 12:11am,Howard University Hospital,Active
Simple Assault,17-1551,10/27/2017 12:25am,10/27/2017 12:25am,Howard University Hospital,Active
Sick Person,17-1552,10/27/2017 9:23am,10/27/2017 9:23am,College Hall South,Inactive
Miscellaneous,17-1553,10/27/2017 10:10am,10/27/2017 10:10am,Off Campus,Active
Sick Person,17-1554,10/27/2017 5:25pm,10/27/2017 5:18pm,Howard University Hospital,Inactive
Sick Transport,17-1555,10/27/2017 3:37pm,10/27/2017 3:37pm,C B Powell Building,Inactive
Suspicious Odor,17-1556,10/27/2017 7:56pm,10/27/2017 7:56pm,College Hall South,Active
Injured Person,17-1557,10/27/2017 8:24pm,10/27/2017 8:24pm,Georgia & Barry Place,Inactive
Threats,17-1558,10/28/2017 11:50am,10/28/2017 11:50am,Quadrangle,Active
Miscellaneous,17-1559,10/28/2017 4:31pm,10/28/2017 3:25pm,Howard University Hospital,Active
Sick Person,17-1560,10/28/2017 4:52pm,10/28/2017 4:52pm,Quadrangle,Active
Lost Property,17-1561,10/28/2017 5:42pm,10/28/2017 5:42pm,Cramton Auditorium,Inactive
Lost Property,17-1562,10/28/2017 4:57pm,10/28/2017 11:00am,I Lab,Inactive
Sick Person,17-1563,10/28/2017 8:17pm,10/28/2017 8:09pm,Howard University Hospital,Inactive
Suspicious Odor,17-1564,10/29/2017 1:29am,10/29/2017 1:29am,Bethune Annex,Active
Sick Person,17-1565,10/29/2017 3:54am,10/29/2017 3:54am,Quadrangle,Inactive
Fire Alarm Activation,17-1566,10/29/2017 4:33am,10/29/2017 4:33am,Enterprise Tec. Service,Inactive
Damaged Property,17-1567,10/29/2017 11:56am,10/29/2017 11:45am,Howard University Hospital,Inactive
Damaged Property,17-1568,10/29/2017 13:33pm,10/29/2017 10:20am,I Lab,Inactive
Sick Person,17-1569,10/29/2017 1:20pm,10/29/2017 7:47pm,Cramton Auditorium,Inactive
Injured Person,17-1570,10/29/2017 5:31pm,10/29/2017 5:31pm,Off Campus,Inactive
Fire Alarm Activation,17-1571,10/29/2017 9:17pm,10/29/2017 9:17pm,College Hall North,Inactive
Sick Person,17-1572,10/30/2017 2:59am,10/30/2017 2:45am,Howard University Hospital,Inactive
Unlawful Entry,17-1573,10/30/2017 11:43am,10/30/2017 11:43am,Fine Arts,Active
Theft From Auto,17-1574,10/30/2017 12:13pm,10/30/2017 12:13pm,Howard Plaza Towers West,Active
Threats to do Bodily Harm,17-1575,10/30/2017 1:50pm,10/29/2017 4:00pm,4th & Bryant Street NW,Active
Damaged Property,17-1576,10/30/2017 2:55pm,10/30/2017 2:45pm,HURB I,Inactive
Theft 2,17-1577,10/30/2017 3:18pm,10/30/2017 3:18pm,Notre Dame Hall,Active
Theft 2,17-1578,10/30/2017 3:19pm,10/30/2017 3:19pm,Notre Dame Hall,Active
Sick Person,17-1579,10/30/2017 4:13pm,10/30/2017 4:10pm,Howard University Hospital,Inactive
Barring Notice,17-1580,10/30/2017 7:05pm,10/30/2017 7:05pm,College Hall South,Active
Sick Person,17-1581,10/30/2017 8:56pm,10/30/2017 8:50pm,Howard University Hospital,Inactive
Sick Person,17-1582,10/30/2017 8:58pm,10/30/2017 8:52pm,Howard University Hospital,Inactive
Sick Person,17-1583,10/31/2017 1:08am,10/31/2017 1:06am,Howard University Hospital,Inactive
Domestic Violence/Simple Assault,17-1584,10/31/2017 11:31am,10/31/2017 11:31am,Howard Plaza Towers West,Active
Vehicle Accident,17-1585,10/31/2017 12:32pm,10/31/2017 12:32pm,2200 Block 9th Street NW,Inactive
Fire Alarm Activation,17-1586,10/31/2017 3:37pm,10/31/2017 3:30pm,Wonder Plaza,Inactive
Barring Notice,17-1587,10/31/2017 4:46pm,10/31/2017 4:46pm,Administration Building,Active
Found Property,17-1588,10/31/2017 6:14pm,10/31/2017 6:14pm,Dispatch,Inactive
Sick Person,17-1589,10/31/2017 8:04pm,10/31/2017 8:04pm,Howard University Hospital,Inactive
Sick Person,17-1590,10/31/2017 10:06pm,10/31/2017 10:06pm,Howard University Hospital,Inactive
No Report,17-1591,,,,
Lost Property,17-1592,11/1/2017 11:51am,10/22/2017 10:30am,Cramton Auditorium,Inactive
Theft 2,17-1593,11/1/2017 2:10pm,11/1/2017 2:05pm,Bookstore,Active
Verbal Dispute,17-1594,11/1/2017 2:48pm,11/1/2017 2:30pm,College Hall South,Active
Theft 2,17-1595,11/1/2017 5:25pm,11/1/2017 10:40am,Baldwin Hall,Active
Sick Person,17-1596,11/1/2017 5:23pm,11/1/2017 4:31pm,Howard University Hospital,Inactive
Found Property,17-1597,11/1/2017 7:46pm,11/1/2017 7:46pm,Blackburn Center,Inactive
Damaged Property,17-1598,11/1/2017 7:45pm,11/1/2017 12:00pm,Mackey Lot,Inactive
Sick Person,17-1599,11/1/2017 9:54pm,11/1/2017 9:41pm,Howard University Hospital,Inactive
Sick Person,17-1600,11/1/2017 9:54pm,11/1/2017 6:16pm,Howard University Hospital,Inactive
Vehicle Accident,17-1601,11/1/2017 11:06pm,11/1/2017 11:06pm,Adams Building,Inactive
Theft 1,17-1602,11/2/2017 2:10pm,11/2/2017 2:10pm,College Hall South,Active
Vehicle Accident,17-1603,11/2/2017 4:48pm,11/2/2017 4:48pm,6th& Fairmont Street,Inactive
Injured Person,17-1604,11/2/2017 6:09pm,11/2/2017 5:39pm,Howard University Hospital,Inactive
Sick Person,17-1605,11/2/2017 6:09pm,11/2/2017 6:09pm,Howard University Hospital,Inactive
Hit and Run,17-1606,11/2/2017 6:37pm,11/2/2017 6:37pm,Public Space,Inactive
Miscellaneous,17-1607,11/2/2017 6:12pm,11/2/2017 4:17pm,Howard University Hospital,Active
Sick Person,17-1608,11/2/2017 7:43pm,11/2/2017 7:41pm,Howard University Hospital,Inactive
Sick Person,17-1609,11/2/2017 8:19pm,11/2/2017 8:17pm,Howard University Hospital,Inactive
Student Misconduct,17-1610,11/2/2017 10:22pm,11/2/2017 10:20pm,College Hall South,Active
Found Property,17-1611,11/2/2017 9:43pm,11/2/2017 9:43pm,Bethune Annex,Inactive
Injured Person,17-1612,11/2/2017 11:10pm,11/2/2017 11:10pm,6th & Fairmont Street,Inactive
Sick Person,17-1613,11/2/2017 11:40pm,11/2/2017 11:40pm,Howard University Hospital,Inactive
Unlawful Entry,17-1614,11/3/2017 12:56am,11/3/2017 12:56am,Quadrangle,Active
Sick Person,17-1615,11/3/2017 3:08am,11/3/2017 3:08am,Howard University Hospital,Inactive
Injured Person,17-1616,11/3/2017 4:29am,11/3/2017 4:29am,Howard University Hospital,Inactive
Barring Notice,17-1617,11/3/201709:05am,11/3/2017 9:05am,College of Dentistry,Active
Fire,17-1618,11/3/2017 12:03pm,11/3/2017 11:20am,Service Center,Active
Barring Notice,17-1619,11/3/2017 12:30pm,11/3/2017 1:00pm,Mental Health Clinic,Active
Injured Person,17-1620,11/3/2017 2:26pm,11/3/2017 10:40am,HU Hospital,Active
Miscellaneous,17-1621,11/3/2017 1:16pm,11/3/2017 1:20pm,Cook Hall,Inactive
Injured Person,17-1622,11/3/2017 4:01pm,11/2/2017 3:00pm,Off Campus,Active
Theft From Auto,17-1623,11/3/2017 7:46pm,11/3/2017 3:30pm,Upper Campus St. NW,Active
Sick Person,17-1624,11/3/2017 8:36pm,11/3/2017 8:27pm,HU Hospital,Inactive
Fire Alarm Activation,17-1625,11/4/17 12:38pm,11/4/2017 12:40pm,Founders Library,Inactive
Sick Person,17-1626,11/5/2017 1:51am,11/5/2017 1:44pm,Bethune Annex,Inactive
Fire,17-1627,11/5/2017 9:37am,11/5/2017 9:40am,College Hall North,Active
Sick Person,17-1628,11/5/2017 4:16pm,11/5/2017 3:22pm,HU Hospital,Inactive
Sick Person,17-1629,11/5/2017 4:31pm,11/5/2017 3:23pm,HU Hospital,Inactive
Sick Person,17-1630,11/5/2017 4:33pm,11/5/2017 3:31pm,HU Hospital,Inactive
Sick Person,17-1631,11/5/2017 4:36pm,11/5/2017 4:18pm,HU Hospital,Inactive
Sick Person,17-1632,11/5/2017 6:27pm,11/5/2017 6:40pm,HU Hospital,Inactive
Vehicle Accident,17-1633,11/5/2017 6:58pm,11/5/2017 7:00pm,Bethune Annex,Active
Fire Alarm Activation,17-1634,11/5/2017 7:36pm,11/5/2017 7:36pm,College Hall South,Inactive
Miscellaneous,17-1635,11/5/2017 8:21pm,11/5/2017 8:15pm,Drew Hall,Inactive
Found Property,17-1636,11/5/2017 4:27pm,11/5/2017 4:27pm,Biology Building,Inactive
Simple Assault,17-1637,11/5/2017 9:55pm,11/5/2017 8:20pm,HU Hospital,Active
Disorderly Conduct,17-1638,11/06/17 12:56pm,11/06/17 12:56pm,Administration Building,Active
Barring Notice,17-1639,11/06/17 3:37pm,11/06/17 3:37pm,College Hall South,Active
Fire Alarm Activation,17-1640,11/06/17 5:05pm,11/06/17 5:05pm,Quadrangle,Inactive
Damaged Property,17-1641,11/07/17 10:28am,11/07/17 10:25am,Greene Stadium,Inactive
Damaged Property,17-1642,11/07/17 10:39am,11/0717 10:41am,Greene Stadium Lot,Inactive
Lost Property,17-1643,11/07/17 11:20am,11/07/17 9:41am,HU Hospital,Inactive
Fire Alarm Activation,17-1644,11/07/17 1:18pm,11/07/17 1:27pm,1851 9th St. NW,Inactive
Fire Alarm Activation,17-1645,11/07/17 1:46pm,11/07/17 1:46pm,College Hall North,Inactive
Sick Person,17-1646,11/07/17 4:20pm,11/06/17 4:25pm,HU Hospital,Inactive
Injured Person,17-1647,11/07/17 4:00pm,11/07/17 4:06pm,Douglass Hall,Active
Found Property,17-1648,11/07/17 7:11pm,11/07/17 7:11pm,C B Powell Building,Inactive
Sick Person,17-1649,11/07/17 8:43pm,11/07/17 6:00pm,HU Hospital,Inactive
Threats,17-1650,11/08/17 12:13am,11/08/17 12:13am,College Hall South,Active
Theft 2,17-1651,11/08/17 1:42pm,11/08/17 1:42pm,Bookstore,Active
Theft 2,17-1652,11/08/17 3:07pm,11/08/17 1:45pm,Bookstore,Active
Sick Person,17-1653,11/08/17 4:20pm,11/08/17 4:10pm,HU Hospital,Inactive
Theft 1,17-1654,11/08/17 5:10pm,11/08/17 4:42pm,HUH Child Care,Active
Sick Person,17-1655,11/08/17 5:28pm,11/08/17 5:00pm,HU Hospital,Inactive
Fire Alarm Activation,17-1656,11/08/17 5:49pm,11/08/17 5:53pm,Quadrangle,Inactive
Harassment,17-1657,11/08/17 7:44pm,11/08/17 7:00pm,Chemistry Building,Active
Vehicle Accident,17-1658,11/09/17 8:07am,11/09/17 8:07am,Quadrangle,Active
Theft From Auto,17-1659,11/09/17 9:52am,11/09/17 9:52am,5th & W St Lot,Active
Miscellaneous,17-1660,11/09/17 11:51am,11/09/17 11:51am,Service Center,Inactive
Damaged Property,17-1661,11/09/17 5:53am,11/09/17 6:06pm,420 W St. NW,Inactive
Lost Property,17-1662,11/09/17 6:01pm,11/09/17 7:00pm,Douglass Hall,Inactive
PWID,17-1663,11/09/17 9:40pm,11/09/17 9:50pm,Off Campus,Inactive
Domestic Violence,17-1664,11/10/17 2:38am,11/10/17 2:37am,HU Hospital,Active
Sick Person,17-1665,11/10/17 4:11am,11/10/17 3:53am,HU Hospital,Inactive
Lost Property,17-1666,11/10/17 9:01am,11/08/17 9:00am,Main Gate,Inactive
Verbal Dispute,17-1667,11/10/17 2:16pm,11/10/17 2:16pm,College Hall South,Active
Elope Patient,17-1668,11/10/17 8:29pm,11/10/17 8:16pm,HU Hospital,Inactive
Found Property,17-1669,11/10/17 11:00pm,11/10/17 11:00pm,HU Hospital,Inactive
Injured Person,17-1670,11/11/17 3:09am,11/11/17 2:00am,HU Hospital,Active
Fire Alarm Activation,17-1671,11/13/17 9:55am,11/13/17 9:55am,Service Center,Inactive
Lost Property,17-1672,11/13/18 10:09am,11/13/17 9:54am,HU Hospital,Inactive
Sick Person,17-1673,11/11/17 4:14pm,11/11/17 4:14pm,HU Hospital,Inactive
Unlawful Entry,17-1674,11/13/17 2:58pm,11/13/17 2:58pm,College Hall South,Active
Threats to do Bodily Harm,17-1675,11/13/17 5:05pm,11/13/17 5:05pm,Off Campus,Inactive
Lost Property,17-1676,11/13/17 6:01pm,11/12/17 8:50pm,Drew Hall,Inactive
Theft From Auto,17-1677,11/13/17 7:21pm,11/13/17 7:21pm,Upper Campus St. NW,Active
Theft 2,17-1678,11/14/17 10:05am,11/14/17 10:10am,Carnegie Hall,Active
Sick Person,17-1679,11/14/17 11:19am,11/14/17 11:19am,Middle School,Inactive
Miscellaneous,17-1680,11/14/17 12:21pm,11/14/17 12:21pm,C.B.Powell Building,Inactive
Found Property,17-1681,11/14/17 12:32pm,11/14/17 12:34pm,Johnson Lot,Inactive
Barring Notice,17-1682,11/14/17 5:26pm,11/14/17 4:35pm,Founders Library,Active
Found Property,17-1683,11/14/17 6:29pm,11/14/17 6:29pm,Fine Arts Building,Inactive
Injured Person,17-1684,11/14/17 11:02pm,11/14/17 10:50pm,Service Center,Active
Unlawful Entry,17-1685,11/15/17 1:36pm,11/15/17 1:30pm,College of Dentistry,Active
Miscellaneous,17-1686,11/15/17 1:58pm,11/15/17 1:50pm,Plaza Towers,Inactive
Injured Person,17-1687,11/15/17 2:35pm,11/15/17 11:00am,"Ga., Ave., & Barry Pl. NW",Active
Sick Person,17-1688,11/15/17 5:36pm,11/15/17 4:38pm,HU Hospital,Inactive
Sick Person,17-1689,11/15/17 7:42pm,11/15/17 7:41pm,HU Hospital,Inactive
Theft From Auto,17-1690,11/15/17 7:01pm,11/15/17 7:05pm,2200 block of 6th St. NW,Active
Injured Person,17-1691,11/15/17 10:17pm,11/15/17 8:23pm,HU Hospital,Active
Damaged Property,17-1692,11/16/17 12:22pm,11/16/17 12:22pm,Adams Building,Inactive
Theft 2,17-1693,11/16/17 6:19pm,11/16/17 6:19pm,College Hall North,Active
Miscellaneous,17-1694,11/16/17 8:26pm,11/16/17 8:20pm,Georgia Ave& Bryant St.,Inactive
Student Misconduct,17-1695,11/17/17 8:30am,11/17/17 8:30am,Middle School,Active
Fire Alarm Activation,17-1696,11/17/17 9:14am,11/17/17 9:14am,College Hall South,Inactive
Lost Property,17-1697,11/17/17 1:06pm,11/17/17 1:06pm,Bookstore,Inactive
Suspicious Odor,17-1698,11/17/17 1:27pm,11/17/17 1:27pm,Bethune Annex,Active
Injured Person,17-1699,11/17/17 9:43pm,11/17/17 9:43pm,Biology Building,Active
Verbal Dispute,17-1700,11/18/17 12:13am,11/17/17 11:03am,HU Hospital,Active
Miscellaneous,17-1701,11/18/17 1:42pm,11/18/17 1:45pm,Blackburn Center,Inactive
Sick Person,17-1702,11/18/17 4:06pm,11/18/17 3:51pm,HU Hospital,Inactive
Injured Person,17-1703,11/18/17 6:04pm,11/18/17 5:01pm,HU Hospital,Active
Injured Person,17-1704,11/18/17 6:04pm,11/18/17 5:25pm,HU Hospital,Active
Student Misconduct,17-1705,11/18/17 6:05pm,11/18/17 6:05pm,Bethune Annex,Active
Sick Person,17-1706,11/18/17 10:23pm,11/18/17 5:32pm,HU Hospital,Inactive
Sick Person,17-1707,11/18/17 11:06pm,11/18/2017 9:32pm,HU Hospital,Inactive
Found Property,17-1708,11/19/17 2:53am,11/19/17 2:38am,4th & Bryant,Inactive
Sexual Assault,17-1709,11/19/17 2:37am,11/19/17 2:37am,Off Campus,Inactive
Miscellaneous,17-1710,11/19/17 2:58am,11/19/17 2:58am,HU Hospital,Inactive
Vehicle Accident,17-1711,11/19/17 11:08am,11/19/17 10:42am,West Campus,Active
Fire Alarm Activation,17-1712,11/19/17 1:33pm,11/19/17 1:41pm,Burr Gym,Inactive
Sick Person,17-1713,11/19/17 4:07pm,11/19/17 6:06pm,HU Hospital,Inactive
Sick Person,17-1714,11/19/17 5:28pm,11/19/17 5:28pm,HU Hospital,Inactive
Suspicious Odor,17-1715,11/19/17 9:44pm,11/19/17 9:44pm,College Hall North,Inactive
Sick Transport,17-1716,11/20/17 11:08am,11/20/17 11:08am,College Hall South,Inactive
Lost Property,17-1717,11/20/17 12:40pm,11/20/17 12:43pm,Bethune Annex,Inactive
Lost Property,17-1718,11/20/17 3:21pm,11/20/17 2:30pm,HUH Child Care,Inactive
Damaged Property,17-1719,11/20/17 3:23pm,11/20/17 3:00pm,Plaza Towers,Inactive
Theft From Auto,17-1720,11/20/17 5:11pm,11/20/17 5:11pm,Greene Stadium Lot,Active
Damaged Property,17-1721,11/21/17 11:38am,11/21/17 12:38am,C B Powell Building,Inactive
Vehicle Accident,17-1722,11/21/17 9:19am,11/21/17 9:21am,4th St. Gate,Active
Fire Alarm Activation,17-1723,11/21/17 9:38am,11/21/17 9:39am,Founders Library,Inactive
Sick Person,17-1724,11/21/17 10:21am,11/21/17 10:25am,College of Dentistry,Inactive
Hazardous Elevator,17-1725,11/21/17 12:31pm,11/21/17 12:32pm,Mudd Building,Inactive
Unlawful Entry,17-1726,11/21/17 4:10pm,11/21/17 4:11pm,Blackburn Center,Active
Domestic Violence,17-1727,11/22/17 1:47pm,11/22/17 10:50am,C B Powell Building,Active
No Report,17-1728,,,,
Theft From Auto,17-1729,11/22/17 6:34pm,11/22/17 6:40pm,WHUR,Active
Fire Alarm Activation,17-1730,11/23/17 1:27am,11/23/17 1:27pm,College Hall North,Inactive
