report_date,incident,incident_narrative,incident_number,date_occured,time_occured,general_location,disposition
"december 6, 2017",attempted theft / destruction ofproperty, a  student reported thatsomeone cut the cable lock to therebicycle,17-001938,"december 6, 2017",1745,o'donovan hall,case pending investigation
"december 6, 2017",drug violation, a student wasfound in possession of marijuana,17-001939,"december 6, 2017",2255,harbin hall,case referred to studentconduct
"december 7, 2017",theft, a  student reported the theftof a bicycle,17-001940,"december 6, 2017",0145,issac hawkins hall,case pending investigation
"december 9, 2017",theft, a  staff member reported thetheft of a christmas tree,17-001958,"december 9, 2017",1000,healy familystudent center,case referred to studentconduct
"december 9, 2017",alcohol violation, a student wasfound in possession of a opencontainer of beer,17-001960,"december 9, 2017",2332,"36th & ""n"" streetnorthwest",case referred to studentconduct
"december 10, 2017",domestic robbery, a studentreported that a known associatesnatched there phone from them,17-00,"december 10, 2017",0210,new south hall,case pending investigation
"december 12, 2017",theft, a  student reported the theftof a cellular phone,17-001977,"december 11, 2017",1700,leavey center,case pending investigation
"december 12, 2017",theft, a  student reported the theftof a bicyle,17-001981,"december 12, 2017",1030,john thompsoncenter,case pending investigation
"december 13, 2017",drug violation, a student wasfound in possession of marijuana,17-001986,"december 13, 2017",1730,darnall hall,case referred to studentconduct
"december 14, 2017",drug violation, a student wasfound in possession of marijuana,17-001988,"december 14, 2017",0005,lauinger library,case referred to studentconduct
"december 14, 2017",burglary, a gu staff memberreported that an unknown subjectentered their secured office andstole gift cards,17-001989,"december 14, 2017",1500,new researchbuilding,case pending investigation
"december 14, 2017",burglary, a gu staff memberreported that an unknown subjectentered their unsecured office andstole personal property,17-001991,"december 14, 2017",1815,healy hall,case pending investigation
"december 15, 2017",drug violation, a student wasfound in possession of marijuana,17-001995,"december 15, 2017",2346,alumni square,case referred to studentconduct
"december 20, 2017",theft, a  gu alumni reported thetheft of personal property,17-002015,"december 20, 2017",2100,davis performingarts center,case pending investigation
"december 21, 2017",drug violation, a student wasfound in possession of marijuana,17-002018,"december 21, 2017",0930,henle village,case referred to studentconduct
"december 21, 2017",drug violation, a student wasfound in possession of marijuana,17-002019,"december 21, 2017",0945,henle village,case referred to studentconduct
"december 21, 2017",drug violation, a student wasfound in possession of marijuana,17-002020,"december 21, 2017",1000,henle village,case referred to studentconduct
"december 1, 2018",theft, a  student reported the theftof personal property,18-001678,"december 1, 2018",0000,healy familystudent center,case pending investigation
"december 2, 2018",drug / alcohol violation, aunderage student was found inpossession of alcohol andmarijuana,18-001689,"december 2, 2018",0029,harbin hall,case referred to studentconduct
"december 3, 2018",theft, a  staff member reported thetheft of personal property,18-001702,"december 3, 2018",1500,icc,case pending investigation
"december 3, 2018",theft, a  student reported the theftof personal property,18-001703,"december 3, 2018",1545,icc,case pending investigation
"december 4, 2018",burglary, a staff member reportedthat an unknown suspect gainedaccess to their unsecured officesand attempted to stole personalproperty,18-001705,"december 4, 2018",1215,new researchbuilding,case pending investigation
"december 4, 2018",burglary, a staff member reportedthat an unknown suspect(s) gainedaccess to their unsecured officesand stole personal property,18-001705,"december 4, 2018",1300,new researchbuilding,case pending investigationhandled by mpd ccn; 18-205930
"december 4, 2018",theft, a  student reported the theftof personal property,18-001706,"december 1, 2018",0000,healy familystudent center,case pending investigation
"december 4, 2018",theft, a  student reported the theftof personal property,18-001710,"december 1, 2018",1930,kennedy hall,case pending investigation
"december 5, 2018",theft, a  student reported the theftof personal property,18-001714,"december 5, 2018",1545,davis performingarts center,case pending investigation
"december 6, 2018",theft, a  student reported the theftof personal property,18-001717,"december 5, 2018",1800,healy hall,case pending investigation
"december 7, 2018",burglary, a gupd member reportedthat an unknown suspect(s) gainedaccess to healy hall and attemptedto gain access to a secured office,18-001721,"december 7, 2018",0405,healy hall,case pending investigation
"december 7, 2018",sexual assault, a  non gu affiliatereported that they were sexuallyassaulted on campus,18-001723,"september 22, 2018",1800,arrupe hall,case pending investigationhandled by us army cic
"december 7, 2018",theft, a  student reported the theftof personal property,18-001724,"december 7, 2018",1945,healy familystudent center,case pending investigation
"december 8, 2018",theft, a  student reported the theftof personal property,18-001728,"december 8, 2018",1545,yates field house,case pending investigation
"december 8, 2018",drug violation, a student wasfound in possession of marijuana,18-001730,"december 8, 2018",1848,henle village,case referred to studentconduct
"december 10, 2018",fraud, a  student reported that theywere scammed out of us currency,18-001740,"december 5, 2018",1500,leavey center,case pending investigationhandled by mpd ccn; 18-210101
"december 11, 2018",theft, a  student reported the theftof personal property,18-001742,"december 11, 2018",1320,old north,case pending investigationhandled by mpd ccn; 18-210047
"december 11, 2018",theft, a  student reported the theftof personal property,18-001743,"december 8, 2018",1200,new south hall,case pending investigation
"december 12, 2018",theft, a  student reported the theftof personal property,18-001748,"december 12, 2018",0800,hariri building,case pending investigation
"december 12, 2018",drug violation, a student wasfound in possession of marijuana,18-001750,"december 12, 2018",1727,lxr,case referred to studentconduct
"december 13, 2018",theft, a  staff member reported thetheft of a parking permit,18-001754,"december 6, 2018",0900,medical & dentalbuilding,case pending investigation
"december 14, 2018",alcohol violation, a underagestudent was found in possession ofalcohol,18-001755,"december 14, 2018",0002,village a,case referred to studentconduct
"december 14, 2018",drug violation, a student wasfound in possession of marijuana,18-001756,"december 14, 2018",0044,kennedy hall,case referred to studentconduct
"december 14, 2018",fraud, a  student reported that theywere scammed out of us currency,18-001759,"december 11, 2018",1500,leavey center,case pending investigationhandled by mpd ccn; 18-212100
"december 19, 2018",burglary, a staff member reportedthat an unknown suspect(s) gainedaccess to their unsecured officesand stole personal property,18-001781,"december 19, 2018",1630,icc,case pending investigation
"december 19, 2018",drug violation, a student wasfound in possession of marijuana,18-001785,"december 19, 2018",2213,village a,case referred to studentconduct
"december 22, 2018",drug violation, a student wasfound in possession of marijuana,18-001791,"december 22, 2018",1015,village a,case referred to studentconduct
"december 4, 2020",rape,a student reported to gupd thatshe was sexually assualted byanother student,20-001005,"september 20, 2019",0000,new south,referred to title ix forinvestigation
"december 12,2020",theft,a student reported to gupd herbicycle that was secured to thevillage a bike rack was stolen,20-001025,"december 12,2020",1615,village a,pending investigation
"december 15, 2020",simple assault / threats,a gu staff member committed anassault/threats against anothergu staff member,20-001039,"december 15,2020",0905,swq garage,"warrant submitted,pending review"
"december 16, 2020",blackmail,a gu student reported he was avictime of cyber blackmail,20-001043,"december 16, 2020",0305,hawkins hall,referred to themetropolitan police dept.
"december 3, 2019",theft, a non gu affiliate reportedthe theft of tools,19-001831,"december 3, 2019",1200,entrance four,case pending investigation
"december 3, 2019",stalking, a student reported thatthey were being stalked by anknown associate,19-001832,NA,NA,on campus,case pending investigation
"december 3, 2019",sexual assault, a survivor reportedthat they were sexually assaulted,19-001840,summer 2019,NA,on campus,case referred to studentconduct
"december 3, 2019",sexual assault, a survivor reportedthat they were sexually assaulted(fondling),tix-594,"april 1, 2019",NA,gervase,case pending investigation
"december 4, 2019",theft, a student reported the theftof a battery,19-001845,"december 4, 2019",2046,o'donovan hall,case pending investigation
"december 5, 2019",theft, a student reported the theftof a wallet,19-001850,"december 5, 2019",0020,lauinger library,unfounded complainantlocated property
"december 7, 2019",drug violation,  a student wasfound in possession marijuana,19-001875,"december 7, 2019",1858,village c east,case referred to studentconduct
"december 8, 2019",sexual assault, a survivor reportedthat they were sexually assaulted,19-001881,fall 2019,NA,on campus,case pending investigation
"december 10, 2019",drug and alcohol violation,  astudent was found in possessionmarijuana and alcohol,19-001899,"december 10, 2019",2104,lxr,case referred to studentconduct
"december 12, 2019",theft, a student reported the theftof a bicycle  seat post,19-001913,"december 11, 2019",1700,hawkins hallbicycle rack,case pending investigation
"december 13, 2019",theft, a student reported the theftof a gocard,19-001917,"december 13, 2019",1530,lauinger library,case pending investigation
"december 15, 2019",theft, a gu affiliate reported thetheft of food items,19-001925,"december 15, 2019",1615,epicureanrestaurant,case closed with arrestccn: 19-223291
